苏州桥南,116.308911,39.959457
万泉庄,116.307404,39.967655
万泉河路,116.305681,39.970907
稻香园,116.302917,39.972704
万泉河桥南,116.301041,39.97839
海淀公园,116.298941,39.991124
西苑医院,116.295864,39.994015
西苑,116.293086,39.997595
骚子营,116.288033,40.007339
小清河,116.287376,40.011402
肖家河,116.284214,40.019288
中国农业大学西校区,116.280891,40.023151
梅园,116.278358,40.025986
圆明园西路北口,116.274895,40.029991
马连洼西站,116.276432,40.033012
马连洼,116.284203,40.033794
菊园,116.289192,40.03384
菊园东站,116.299713,40.034023
马连洼北路东口,116.304024,40.034653
上地三街西口,116.308276,40.035588
上地五街,116.308815,40.039665
上地七街,116.305908,40.044628
上地七街路口东,116.307643,40.046102
上地六街东口,116.309553,40.045395
