九八四医院,116.222665,40.116956
皂甲屯,116.225061,40.121159
北玉河村,116.228577,40.120739
北玉河村东,116.232773,40.120525
南玉河路口东,116.242012,40.121143
老牛湾,116.245941,40.121185
老牛湾东站,116.252586,40.121189
沙河西站,116.257357,40.121185
沙河站,116.27079,40.120942
碧水庄园,116.280599,40.112491
定福皇庄,116.284286,40.109592
史各庄,116.290469,40.104909
史各庄南,116.293068,40.100613
朱辛庄,116.302086,40.089043
二拨子,116.308646,40.08053
北郊农场桥东,116.320165,40.075226
龙华园,116.325369,40.076762
龙华园东,116.327789,40.077518
育知路南口,116.329648,40.073503
地铁龙泽站,116.318785,40.071315
