新龙城东站,116.333095,40.068264
龙腾苑六区东门,116.334557,40.073982
龙腾苑二区南门,116.336372,40.075707
龙腾苑五区东门,116.339691,40.074944
龙腾苑四区西门,116.339657,40.0725
地铁回龙观站,116.337548,40.071267
育知路南口,116.32964,40.073546
龙腾苑三区西门,116.329119,40.076719
回龙观西大街,116.331832,40.07885
龙禧苑五区西门,116.333194,40.081324
云趣园二区东门,116.332669,40.083976
回龙观公交场站,116.327192,40.084918
地铁育知路站,116.324961,40.087183
回南北路,116.323511,40.087569
回昌东路南口,116.319023,40.087943
回昌东路,116.318275,40.092888
朱辛庄新区东,116.31293,40.097943
朱辛庄新区,116.308403,40.097253
朱辛庄新区西,116.305252,40.096576
地铁生命科学园站,116.293212,40.094219
地铁生命科学园站西,116.290486,40.093242
生命科学园,116.280273,40.090694
北清创意园,116.281059,40.092876
科学园路,116.279583,40.096944
科学园路北站,116.275703,40.101267
医疗园路,116.272027,40.101736
医疗园路西站,116.266693,40.099911
生命科学园西站,116.263954,40.097977
