西洼地,116.407873,39.805187
三营门南,116.402622,39.803672
新华路南口,116.394128,39.802908
红房子路口南,116.380317,39.799792
西营房,116.374252,39.795879
西营房西,116.369926,39.794926
槐房西路,116.368134,39.795547
同兴园小区东门,116.367665,39.798342
南庭新苑南区,116.367119,39.802589
南庭新苑北区,116.366669,39.805977
地铁新宫站,116.365623,39.81287
槐房西路北站,116.366348,39.82177
槐新公园,116.36928,39.829631
公益西桥北,116.370608,39.833181
地铁公益西桥站,116.372031,39.834839
枫竹苑小区,116.37451,39.835321
公益桥北,116.379093,39.83293
公益东桥西,116.385642,39.831988
公益桥东,116.382891,39.83191
