鲁谷公交场站,116.242482,39.905079
鲁谷,116.240634,39.903898
地铁八宝山站,116.234474,39.907444
老山,116.227652,39.907448
银河大街,116.221069,39.90509
永乐西小区,116.224731,39.903828
焦家坟路口西,116.227648,39.903811
焦家坟路口南,116.229332,39.899658
莲芳桥南,116.229705,39.895712
吴庄,116.2302,39.892309
吴庄南,116.231369,39.888458
张仪村北站,116.231345,39.881975
张仪村,116.231176,39.876237
张仪村南站,116.230942,39.871693
小郭庄,116.231148,39.865566
大瓦窑,116.233421,39.862484
西道口北站,116.236969,39.859444
卢沟桥路西口,116.241563,39.856024
五里店西站,116.246497,39.856623
五里店,116.255178,39.859822
五里店东站,116.260621,39.862174
程庄路北口,116.265048,39.861046
程庄路,116.266953,39.854861
程庄路南口,116.267288,39.850441
程庄路口东,116.27145,39.846606
丰台医院,116.278286,39.846602
看丹桥北,116.285343,39.841953
看丹桥,116.286102,39.839436
富丰桥西,116.285664,39.836163
