嘉铭园公交场站,116.427582,40.004462
嘉铭园,116.425017,40.001745
育慧西里,116.424232,39.996649
惠新东桥西,116.422852,39.989106
安慧桥东,116.415942,39.988924
亚运村,116.40276,39.988611
北辰西桥,116.388237,39.988174
健翔桥东,116.382767,39.988041
祁家豁子,116.380188,39.980827
健德门西,116.38018,39.97683
牡丹园东,116.374062,39.976765
牡丹园西,116.367661,39.976701
塔院小区南门,116.359783,39.976632
学知桥东,116.356719,39.976602
蓟门桥北,116.352943,39.972847
蓟门桥西,116.348924,39.967873
地铁大钟寺站,116.344614,39.967852
大钟寺,116.337739,39.967791
红民村,116.332244,39.967652
四通桥东,116.323646,39.967352
中国农业科学院,116.322701,39.960716
魏公村,116.32375,39.952817
中央民族大学,116.324402,39.948071
国家图书馆,116.324951,39.944141
紫竹院南门,116.315765,39.940311
北洼路,116.303932,39.944534
车道沟桥东,116.299219,39.946159
板井,116.287361,39.946754
四季青桥东,116.277618,39.946693
四季青桥南,116.273903,39.94215
营慧寺,116.274015,39.936411
五路桥,116.27446,39.932899
定慧北桥,116.274773,39.929581
定慧桥南,116.274722,39.920655
