左家庄,116.445621,39.951736
新源南路西口,116.451469,39.94775
新源南路,116.454813,39.948229
燕莎桥北,116.462031,39.950621
三元桥南,116.458385,39.955508
静安庄东,116.449236,39.961484
曙光里南口,116.449211,39.96487
曙光里,116.451892,39.967296
太阳星城,116.454362,39.969523
阜通东大街西口,116.466762,39.978594
花家地南里,116.470078,39.981619
望京医院,116.473125,39.984358
阜通东大街,116.476425,39.987
阜通东大街东口,116.480373,39.990295
国风北京,116.483798,39.994102
融科橄榄城,116.482635,39.997457
望京西园三区东门,116.478793,40.000812
望京东园,116.478622,40.003456
望京花园东区,116.478442,40.007318
北京八十中学东门,116.478302,40.010208
广泽路,116.475853,40.011589
屏翠西路东口,116.477144,40.01421
