五路居,116.406204,39.975391
安贞里,116.407494,39.972115
安贞桥东,116.41198,39.968807
和平西桥,116.419876,39.969028
和平东桥,116.422661,39.969105
和平里东街,116.42495,39.964348
和平里路口南,116.425125,39.956841
和平里南街,116.42453,39.954128
地坛东门,116.420296,39.954037
地坛南门,116.416199,39.950424
雍和宫,116.416542,39.948078
北新桥路口北,116.416756,39.942871
东内小街,116.424477,39.940994
东直门内,116.431259,39.941032
东直门,116.437469,39.941036
春秀路,116.442642,39.941128
幸福三村,116.450363,39.940212
三里屯,116.454301,39.933672
长虹桥西,116.459271,39.933694
团结湖,116.468002,39.933643
甜水园街北口,116.477066,39.933647
甜水园北里,116.478226,39.929657
金台路口南,116.478043,39.921284
红庙路口北,116.477959,39.917721
红庙路口东,116.481094,39.915221
