蓟门桥,116.354736,39.968052
蓟门桥西,116.348694,39.967876
地铁大钟寺站,116.344475,39.967861
大钟寺,116.337395,39.967785
联想桥南,116.334221,39.966221
皂君东里,116.334717,39.96096
皂君庙,116.340942,39.957882
交大东路北口,116.346437,39.957435
北京交通大学东门,116.34747,39.953885
交大东路,116.348711,39.949431
高梁桥,116.349808,39.945526
地铁西直门站,116.351776,39.941475
西直门外,116.348394,39.939792
动物园,116.33668,39.938377
白石桥东,116.329809,39.938646
白石桥西,116.323186,39.939188
紫竹院南门,116.316101,39.940186
北洼路(西行),116.304749,39.94426
车道沟桥东(西行),116.299141,39.946194
车道沟桥,116.294952,39.947086
车道沟桥东(东行),116.29921,39.946026
北洼路(东行),116.30442,39.944061
北洼路北口,116.305473,39.940563
北洼西里,116.304237,39.937233
七贤村路口北,116.302536,39.93417
七贤村路口南,116.301384,39.931133
岭南路西口,116.30127,39.928505
北洼路南口,116.301163,39.924992
西钓鱼台,116.300163,39.924026
定慧寺东,116.286552,39.924259
