学知桥北,116.354201,39.978086
北京航空航天大学,116.353802,39.982756
成府路口南,116.353385,39.990686
学院路北口,116.353051,39.997053
中国农业大学东校区,116.357201,40.00112
二里庄北口,116.362708,40.001293
北沙滩桥西,116.366836,40.001441
北沙滩桥东,116.372817,40.001584
奥运村西,116.375799,40.004874
林萃路口北,116.375143,40.010612
澳林春天小区,116.374974,40.0125
倚林佳园东门,116.374935,40.014319
京师园,116.374857,40.016806
地铁林萃桥站,116.37451,40.021554
龙岗路东口,116.372075,40.033672
宝盛路口北,116.370985,40.037513
黑泉路,116.367465,40.046997
西小口路口南,116.366172,40.050152
西小口路口北,116.364779,40.054709
枫丹丽舍小区东,116.365078,40.062036
科星路南口,116.364883,40.066727
黄土店火车站,116.364322,40.070419
华龙苑南里北门,116.365391,40.074996
华龙苑中里,116.367554,40.079693
上坡佳园西门,116.366699,40.083195
霍营,116.366074,40.085728
龙锦苑东二区北门,116.367726,40.087361
小辛庄西,116.371994,40.087666
小辛庄,116.374237,40.087826
小辛庄村,116.375359,40.091667
