小辛庄村,116.375347,40.09174
小辛庄,116.375113,40.087964
小辛庄西,116.372378,40.08776
龙锦苑东二区北门,116.367257,40.087387
霍营北口,116.365551,40.088125
科星西路北口,116.355686,40.089796
地铁平西府站,116.348134,40.089579
马连店村,116.343485,40.088754
龙锦苑四区西门,116.343863,40.084939
龙锦苑六区,116.344839,40.083516
良庄家园,116.34954,40.082622
龙跃苑二区东门,116.349896,40.079219
龙跃苑一区西门,116.350126,40.076984
龙跃苑四区北门,116.34941,40.07559
龙腾苑四区东门,116.344818,40.074931
龙跃苑四区西门,116.344796,40.072396
地铁回龙观站,116.337535,40.071267
育知路南口,116.329644,40.073516
龙腾苑三区东门,116.334123,40.076532
龙禧苑五区西门,116.33319,40.081332
北店嘉园,116.335126,40.0827
龙禧苑二区西门,116.337899,40.085243
流星花园一区西门,116.337283,40.088381
流星花园一区北门,116.341286,40.089218
地铁平西府站,116.350626,40.08953
科星西路北口,116.357977,40.089753
霍营北口,116.365408,40.088572
龙锦苑东二区北门,116.367721,40.087361
小辛庄西,116.371949,40.087661
小辛庄,116.374128,40.087821
小辛庄村,116.375399,40.091276
