孙河公交场站,116.5355,40.039501
康瑞路北站,116.538646,40.037214
香苇路西站,116.537943,40.035299
东郊农场西站,116.521298,40.024657
马南里,116.509909,40.023759
崔各庄,116.496832,40.022665
地铁崔各庄站,116.493234,40.022448
善各庄,116.486636,40.021936
善各庄西站,116.478628,40.022174
来广营路口西,116.46424,40.020642
来广营西桥东,116.461082,40.020599
来广营西桥,116.451923,40.021029
顾家庄,116.448785,40.022405
朝来农艺园,116.448316,40.028694
勇士营,116.447305,40.032383
北京青年城,116.440365,40.032478
赢秋苑,116.435692,40.032551
北卫新园,116.428225,40.032665
红军营南路西口,116.420747,40.032739
北苑,116.41773,40.026276
辛店村,116.416927,40.01635
北苑路大屯北站,116.416615,40.007374
大屯路东口,116.416435,40.002934
大屯南,116.407743,40.001554
慧忠里,116.406636,39.998824
