鲁谷公交场站,116.24269,39.905077
十院,116.245087,39.903831
鲁谷路东口,116.251276,39.903837
玉泉路口南,116.253034,39.905048
玉泉路口北,116.253025,39.908859
正大路西口,116.253003,39.911727
航天中心医院,116.252995,39.915881
玉海园西,116.253021,39.920664
阜玉路口南,116.253036,39.922337
阜玉路口北,116.252973,39.927743
畅茜园小区,116.249954,39.92955
田村中街,116.246742,39.929539
田村西口,116.242088,39.929577
什坊院,116.236723,39.930143
地铁廖公庄站,116.227582,39.932483
廖公庄,116.222201,39.933129
廖公庄西,116.216137,39.933407
西黄村,116.20454,39.933841
西黄村西口,116.200894,39.9326
西黄村北站,116.199987,39.936068
西下庄南,116.200424,39.942497
西下庄北,116.20034,39.94521
杏石口,116.198021,39.947929
实兴北街北口,116.191693,39.947335
金府北路东站,116.187937,39.945764
金府北路,116.185278,39.945781
刘娘府北街北口,116.176662,39.94467
