马官营西,116.302048,39.889759
莲宝路口东,116.295982,39.889603
莲宝路口北,116.295067,39.891685
金家村桥北,116.295074,39.898197
万寿路口东,116.296616,39.907421
翠微路口,116.300877,39.907444
公主坟西,116.307509,39.906871
公主坟东,116.312656,39.906597
军事博物馆,116.325395,39.907387
木樨地西,116.331936,39.90724
木樨地北,116.335503,39.909206
西城三里河,116.336185,39.914049
三里河东口,116.343506,39.914001
二七剧场路北口,116.347313,39.913963
儿童医院路口西,116.351639,39.913895
辟才胡同西口,116.364433,39.914017
辟才胡同东口,116.371819,39.91449
灵境胡同,116.376623,39.914635
西黄城根南街,116.377604,39.916923
西黄城根,116.377357,39.921581
北京三十九中学,116.377174,39.926472
厂桥路口西,116.378197,39.932823
