思邈路,116.312292,39.669831
地铁天宫院站,116.320009,39.671753
天宫院小区,116.320647,39.680056
地铁生物医药基地站,116.322222,39.686337
天河西路,116.322222,39.689831
盛源桥北,116.32235,39.702003
念坛公园,116.321424,39.707561
地铁义和庄站,116.319019,39.713003
永华路口南,116.316918,39.721419
义和庄北口,116.32273,39.723785
兴政街西口,116.330605,39.727257
黄村西大街,116.332648,39.732253
化纤俱乐部,116.332574,39.736367
清源西里,116.332487,39.744219
清源北路,116.326402,39.746207
丽园路口北,116.322708,39.751396
枣园路口北,116.322704,39.754102
金星西路口南,116.32217,39.761862
乐园路口南,116.322205,39.765663
双高路口南,116.322304,39.768948
青岛嘉园西门,116.327354,39.771286
金惠园北门,116.323906,39.773056
香园路口北,116.322452,39.77441
玉泉营桥南,116.347062,39.848416
玉泉营桥,116.347519,39.851425
玉泉营桥北,116.347386,39.857333
菜户营桥东,116.35231,39.867874
