杨闸,116.596975,39.911016
杨闸环岛西,116.596927,39.911758
杨闸环岛东,116.601493,39.912188
西军庄,116.61184,39.912938
八里桥北站,116.618542,39.91342
西马庄,116.630621,39.915404
北京物资学院南站,116.639227,39.919809
北京胸科医院,116.652691,39.922001
耿庄桥南,116.688802,39.917105
三元村,116.695015,39.916435
武夷花园,116.700612,39.917765
霍屯村,116.703964,39.918125
霍屯村东,116.707331,39.917244
玉带河大街桥南,116.708637,39.908967
地铁郝家府站,116.717088,39.902665
辛安屯村,116.718624,39.910061
胡各庄新村西,116.731107,39.910321
胡各庄新村,116.734848,39.910278
前北营,116.736693,39.906211
东夏园路口东,116.73774,39.903072
地铁潞城站,116.747144,39.902648
东小营公交场站,116.75559,39.901003
