弘燕公交场站,116.477292,39.866003
西大望南路,116.477313,39.862817
周家庄中路,116.480104,39.860937
小武基桥北,116.487539,39.861476
弘燕桥西,116.483324,39.867762
双龙小区,116.481918,39.869267
北京工业大学南门,116.480286,39.871471
松榆东里南门,116.47496,39.871384
武圣路南口,116.467735,39.872002
武圣路,116.467735,39.874149
武圣东里,116.467735,39.879288
农光东里,116.467743,39.883377
劲松桥东,116.463715,39.884457
劲松中街,116.453248,39.884583
光明桥东,116.449501,39.884666
广渠门,116.444214,39.893673
东便门,116.430039,39.900777
崇文门东,116.422023,39.900569
北京站西街,116.421736,39.902556
北京站东街,116.434479,39.905083
